Name,Make,Model,State,Last Annual Mileage
Ann Mendoza,Fiat,X1-9,NY,13905
Andrew Martinez,Fiat,128,NY,11820
Melanie Patrick,Volvo,142E,NJ,16666
Kenneth Huang,Duster,360,MA,16087
Anna Pham,Pontiac,Firebird,ME,14582
Anna Pham,Dodge,Challenger,ME,12644
Anna Pham,Pontiac,Firebird,ME,13054
Dawn Howard,Hornet,Sportabout,MA,13793
Dawn Howard,Merc,280,MA,15514
Ashley Davis,Honda,Civic,MA,10249
Ashley Davis,Porsche,914-2,MA,19109
Daniel Curtis,Honda,Civic,NJ,16166
Michael Santana,Dodge,Challenger,VT,8756
Shane Kirby,Toyota,Corolla,MA,15323
Joshua White,Camaro,Z28,VT,8766
Martin Vang,Maserati,Bora,NJ,19547
Ashley Coleman,AMC,Javelin,NY,18279
Ronald Harris,Ferrari,Dino,MA,15002
Ronald Harris,Dodge,Challenger,MA,14256
Colleen Adams,Pontiac,Firebird,CT,15121
Kristina Collins,Porsche,914-2,RI,12183
Kristina Collins,Lincoln,Continental,RI,15395
Philip Williams,Duster,360,RI,8341
Tonya Velez,Hornet,Sportabout,VT,19149
Kenneth Lambert,Camaro,Z28,CT,15590
Kelly Davis,Mazda,RX4,CT,13818
Kelly Davis,Honda,Civic,CT,8522
Michael Stevenson,Honda,Civic,NY,13825
Regina Crane,Hornet,4,NY,9055
Regina Crane,Duster,360,NY,19452
Jeff Kim,Datsun,710,PA,9177
Jeff Kim,Volvo,142E,PA,8501
Jeff Kim,Lotus,Europa,PA,15932
Briana Davis,Datsun,710,NY,19365
Christine Owen,Hornet,Sportabout,NY,8015
Charles Harris,Datsun,710,NY,10576
Mathew Lucas,Fiat,X1-9,MA,9032
Mathew Lucas,Maserati,Bora,MA,11281
David Howell,Duster,360,NY,18382
Emily Scott,Cadillac,Fleetwood,MA,15079
Patrick Williams,Ferrari,Dino,NY,16063
Elizabeth Cox,Toyota,Corona,CT,19961
Lawrence Moss,Camaro,Z28,NY,18703
Joshua Booth,Honda,Civic,RI,10156
Joshua Booth,Merc,280,RI,16555
James Clarke,Mazda,RX4b,MA,8051
Kathy Bailey,Merc,280,PA,9277
Cory Stephenson,Lincoln,Continental,RI,13668
Donna Ford,Ford,,NY,13667
Donna Ford,Ford,Pantera,NY,19862
Donna Ford,Hornet,4,NY,12213
Steven Smith,Maserati,Bora,CT,13507
Steven Smith,Maserati,Bora,CT,18480
Ruben Cunningham,AMC,Javelin,ME,19392
Mark Miranda,AMC,Javelin,MA,11240
Mark Miranda,Toyota,Corolla,MA,10743
Cassandra Adams,Volvo,142E,MA,17734
Cassandra Adams,Datsun,710,MA,11720
Christina Beasley,Merc,450SL,NY,15754
Julia Cochran,Ford,Pantera,PA,14449
Cody Richmond,Porsche,914-2,MA,13676
Traci Becker,Lincoln,Continental,NY,12521
Gary Walker,Camaro,Z28,NY,19095
Gary Walker,Volvo,142E,NY,8999
John Lee,Ferrari,Dino,CT,9986
Keith Hughes,Datsun,710,ME,8129
Anthony Ball,AMC,Javelin,NJ,16367
Anthony Ball,Merc,280,NJ,9777
Nicole Gamble,Pontiac,Firebird,NH,17548
Scott West,Mazda,RX4b,VT,10558
Sonia Herrera,AMC,Javelin,NY,8798
David Lam,Porsche,,CT,14264
Joseph Wright,Honda,Civic,NJ,8554
Joseph Wright,Fiat,X1-9,NJ,10038
Alicia Carney,Toyota,Corona,NY,13336
Elizabeth Jackson,Cadillac,Fleetwood,NH,13974
Elizabeth Jackson,Mazda,RX4b,NH,12911
Elizabeth Jackson,Cadillac,Fleetwood,NH,17786
Jonathan Lucero,Volvo,142E,CT,16353
Susan Leon,Chrysler,Imperial,NJ,15420
Mikayla Garcia,Duster,360,NH,11731
Carol Smith,Datsun,710,NY,10229
Sheri Harris,AMC,Javelin,NH,16626
Pamela Thompson,Duster,360,PA,14918
Karen Lee,Ferrari,Dino,CT,19133
Jason Gonzalez,Fiat,128,ME,16246
Keith Cross,Mazda,RX4,RI,18045
Nathaniel Meyer,Volvo,142E,NY,9364
Cheryl Williams,Maserati,Bora,RI,14617
Gina Ball,Chrysler,Imperial,NY,17864
Miranda Smith,Lincoln,Continental,NJ,8680
Miranda Smith,Mazda,RX4b,NJ,17859
Craig Rodriguez,Maserati,Bora,NY,14099
Marcia Robinson,Ford,Pantera,MA,16935
Marcia Robinson,Cadillac,Fleetwood,MA,14311
Kevin Scott,Maserati,Bora,NJ,17558
Kevin Scott,Datsun,710,NJ,14340
Samantha Sellers,AMC,Javelin,MA,11389
Samantha Sellers,Hornet,4,MA,10586
Kelsey Calderon,Cadillac,Fleetwood,NJ,10238
Alexis Cross,AMC,Javelin,RI,11788
Lisa Robinson,Ford,Pantera,VT,9010
Lisa Robinson,Maserati,Bora,VT,13745
Joseph Hayden,Lotus,Europa,NY,9524
William Alexander,Chrysler,Imperial,NY,12117
Sergio Burton,Toyota,Corona,NH,16522
Alexandra Jackson,Mazda,RX4,CT,13318
Paul Walker,Lotus,Europa,RI,9801
Brenda Lee,Ferrari,Dino,CT,12812
Luis Garcia,Dodge,Challenger,NY,8303
Luis Garcia,Maserati,Bora,NY,17729
Walter Fuentes,Pontiac,Firebird,CT,12021
Sheila Wright,Ford,Pantera,NY,19600
Lisa Edwards,Toyota,Corolla,MA,15746
Karen Strickland,Dodge,Challenger,NH,9829
Karen Strickland,Chrysler,Imperial,NH,12886
Stephanie Walter,Mazda,RX4b,PA,19142
Craig Martin,Dodge,Challenger,PA,19366
Craig Martin,Ferrari,Dino,PA,9442
Marie Mcdaniel,Chrysler,Imperial,NY,9436
Tracy Phelps,Chrysler,Imperial,NJ,17914
Roger Watson,Porsche,914-2,NJ,16413
Roger Watson,Maserati,Bora,NJ,12283
Elaine Sutton,Mazda,RX4,ME,18116
Elaine Sutton,Maserati,Bora,ME,17488
James Ramirez,AMC,Javelin,ME,11482
Stephanie White,Cadillac,Fleetwood,MA,9378
Stephanie White,Ferrari,Dino,MA,10174
Christopher White,AMC,Javelin,CT,13687
Sherry Castro,Lotus,Europa,ME,13593
Juan Gordon,Pontiac,Firebird,ME,15850
Deborah Brown,Porsche,914-2,MA,13628
Alicia Gomez,Volvo,,CT,13995
Jonathan Wade,Camaro,Z28,NY,11332
William Romero,Maserati,Bora,MA,17117
William Romero,Mazda,RX4,MA,9822
Ryan Miles,Datsun,710,MA,8093
Ryan Miles,Ferrari,Dino,MA,15290
Joshua Anderson,Ferrari,Dino,NY,8110
Joshua Anderson,Volvo,142E,NY,14796
Shawn Becker,Porsche,914-2,CT,8522
Chris Higgins,Volvo,142E,NJ,18758
Ashley Shaffer,Merc,280C,NY,9914
Ashley Shaffer,Camaro,Z28,NY,11452
Ashley Shaffer,Fiat,X1-9,NY,17376
William Gonzalez,Porsche,914-2,NY,8932
April Shannon,AMC,Javelin,VT,9795
Holly Combs,Lotus,Europa,RI,15316
Christina Smith,Ford,Pantera,PA,19841
Chad Spencer,Ford,Pantera,MA,8814
Joseph Mccall,Volvo,142E,CT,17131
Kathleen Hoover,Lotus,Europa,CT,18575
Mallory Kelley,Cadillac,Fleetwood,PA,18989
Daniel Snyder,Honda,Civic,MA,10407
Jane Jacobs,Cadillac,Fleetwood,NH,11817
Alexis Harris,Lincoln,Continental,MA,11972
Alexis Harris,Porsche,,MA,9955
Michaela Ross,Camaro,Z28,ME,15947
Kevin Harris,Pontiac,Firebird,NY,14768
Kevin Harris,Fiat,X1-9,NY,13140
Leslie Waters,Merc,280,NH,13696
Allison Harding,Merc,450SLC,PA,14215
Brittany Gibson,Camaro,Z28,NY,13310
Chase Gaines,Volvo,142E,PA,10772
Jose Mack,Mazda,RX4b,NY,16921
Leslie Juarez,Merc,450SLC,NY,19276
Wanda Sullivan,Ford,Pantera,RI,12024
Travis Mcdonald,Porsche,914-2,ME,19337
Scott Robertson,Pontiac,Firebird,ME,13591
Scott Robertson,Toyota,Corolla,ME,12522
Timothy Smith,Ferrari,Dino,NY,11185
Jonathan Wilson,Duster,360,MA,19663
Larry Lee,Ferrari,Dino,NY,9435
Ricardo Wright,AMC,Javelin,RI,12022
Dale Black,Volvo,142E,MA,15679
Robert Cooper,Ferrari,Dino,NJ,13520
Alice Bennett,Porsche,914-2,RI,11234
Jennifer Wood,Datsun,710,NJ,8912
Candace Watson,Camaro,Z28,RI,8333
Brittany Humphrey,Camaro,Z28,CT,10299
Brittany Humphrey,Fiat,X1-9,CT,10058
Brian Rubio,AMC,Javelin,NJ,12298
Evan Stewart,Lincoln,Continental,RI,16394
Taylor Graves,Volvo,,NY,10041
Nathan Preston,Fiat,128,RI,15387
Nathan Preston,Camaro,Z28,RI,14205
Calvin Johnson,Ferrari,Dino,NY,14522
Debbie Kane,Cadillac,Fleetwood,NY,8911
Frank Vazquez,Hornet,4,NY,19026
Jennifer Bryant,Maserati,Bora,NY,11487
Michael Gill,Maserati,Bora,NY,15657
Vickie Leblanc,Dodge,Challenger,MA,19973
Elizabeth Spears,Honda,Civic,NY,15051
Elizabeth Spears,Mazda,RX4,NY,15707
Chase Mendoza,Camaro,Z28,NY,11869
Theresa Hill,Maserati,Bora,NY,9404
Paul Harrington,Camaro,Z28,PA,13495
Richard Mayo,Mazda,RX4b,NY,9523
Shirley Carroll,Porsche,914-2,MA,10352
Shirley Carroll,Porsche,914-2,MA,16693
Alyssa Smith,Mazda,RX4,NY,16613
Stephanie Roberts,Merc,450SE,CT,15937
Daisy Miranda,Porsche,914-2,CT,8295
Wendy Martinez,Toyota,Corolla,NY,14973
Kathleen Chen,Mazda,RX4b,NY,19250
Samuel Jackson,AMC,Javelin,CT,11924
Rebecca Peck,Volvo,142E,VT,17844
Daniel Johnson,AMC,Javelin,ME,10509
Jennifer Fitzgerald,Toyota,Corolla,NY,18873
Chad Clark,Datsun,710,NY,17129
Cassandra Robinson,Merc,280,MA,15526
Christopher Kim,Lotus,Europa,CT,16186
Hailey Reynolds,Cadillac,Fleetwood,NY,16310
Amy Hayes,Porsche,,CT,11685
Amber Palmer,Ferrari,Dino,ME,18234
Matthew Hansen,Pontiac,Firebird,ME,13223
Anthony Whitehead,Maserati,Bora,ME,12456
Anthony Whitehead,Ford,Pantera,ME,11917
Elizabeth Thomas,Honda,Civic,MA,9830
Carol Jackson,Chrysler,Imperial,NJ,16410
Benjamin Howard,Mazda,RX4,ME,19876
Amanda Singh,Datsun,710,VT,11236
Cynthia Ferguson,AMC,Javelin,NY,14025
Laura Fry,Fiat,128,CT,9004
Cynthia Lam,Volvo,142E,NY,15697
Cynthia Lam,Mazda,RX4,NY,19385
Phillip Morgan,Lincoln,Continental,NJ,13879
Jennifer Rodriguez,Duster,360,NY,11480
Haley Liu,Porsche,914-2,NH,9462
Dawn Rodriguez,Maserati,Bora,NY,19133
Amy Gray,Datsun,710,NJ,11285
Justin Castillo,Toyota,Corona,CT,13627
Shawn Yoder,Hornet,4,NJ,16679
Jeffrey Mitchell,Porsche,914-2,MA,10926
Scott Guerra,Ford,Pantera,ME,19379
Holly Jimenez,Volvo,142E,MA,11234
Raymond Sanchez,Datsun,710,NY,15391
James Smith,Dodge,Challenger,CT,11161
Billy Fernandez,Datsun,710,NJ,12704
Roberto Lambert,Maserati,Bora,NJ,14060
Roberto Lambert,Hornet,Sportabout,NJ,10717
James Harris,Toyota,Corolla,ME,17947
Teresa Edwards,Camaro,Z28,CT,8283
John Weber,Hornet,4,NJ,9412
John Weber,Porsche,914-2,NJ,13801
Judy Page,Duster,360,MA,18368
Crystal Williams,Pontiac,Firebird,NJ,12201
Rachael Lewis,Volvo,142E,CT,9076
Jesus Olson,Cadillac,Fleetwood,NH,19620
Jennifer Black,Merc,230,NH,19548
Jennifer Black,Ferrari,Dino,NH,15098
Steven Clark,Camaro,Z28,NJ,14564
Steven Clark,Cadillac,Fleetwood,NJ,19136
Meagan Phillips,Honda,Civic,NH,19637
Tina Cole,Porsche,914-2,NJ,12140
Tina Cole,AMC,,NJ,10354
Kathleen Grant,Honda,Civic,MA,8414
Kevin Bennett,Datsun,710,PA,12566
Joseph Case,Merc,450SL,CT,13772
Jesus Graves,Camaro,Z28,NY,18783
Kristen Flynn,Dodge,Challenger,NY,9821
Kristen Flynn,Chrysler,Imperial,NY,10460
Morgan Lee,AMC,Javelin,NJ,19626
Kimberly Bell,Volvo,142E,MA,16255
Christopher Ward,Cadillac,Fleetwood,NY,11879
Matthew Patterson,Volvo,142E,PA,11212
Bridget Stewart,Fiat,X1-9,NY,10429
Phillip Johnson,Cadillac,Fleetwood,VT,8441
Anthony Garcia,Ford,Pantera,NY,15308
Calvin Palmer,Toyota,Corolla,MA,10761
Calvin Palmer,Datsun,710,MA,14191
Calvin Palmer,Pontiac,Firebird,MA,12997
Aaron Keller,Lotus,Europa,NJ,11009
Joyce Brown,Datsun,710,NY,15729
Joyce Brown,Camaro,Z28,NY,12472
Joyce Brown,Camaro,Z28,NY,19941
Erik Harris,Duster,360,MA,15977
Michael Stewart,Lincoln,Continental,MA,14006
Michael Stewart,Chrysler,Imperial,MA,18228
Jessica Andrews,Camaro,Z28,MA,8978
Gary Sanders,Lotus,Europa,NY,9208
Gary Sanders,Datsun,710,NY,19760
Heather Rios,Cadillac,Fleetwood,PA,19560
Robert Hall,Maserati,Bora,MA,19096
Joshua Moore,Porsche,914-2,NJ,10467
Thomas Dean,Ferrari,Dino,MA,14919
Paul Mcdonald,Maserati,Bora,MA,8416
Paul Mcdonald,Mazda,RX4b,MA,9480
Kristie Fuller,Pontiac,Firebird,CT,12228
Kristie Fuller,Hornet,Sportabout,CT,13698
Carla Carroll,Hornet,4,CT,8089
Carla Carroll,Mazda,RX4,CT,19773
Chris Shea,Lotus,Europa,CT,19244
Joseph Young,Cadillac,Fleetwood,NJ,18648
Joseph Ramirez,Dodge,Challenger,CT,12413
Lisa Gomez,Merc,280C,ME,10334
Lisa Gomez,Hornet,4,ME,8108
Brian Roy,Porsche,914-2,MA,15387
John Mullen,Ferrari,Dino,VT,18376
John Mullen,Camaro,Z28,VT,17420
William Raymond,Lincoln,Continental,NJ,18842
Amy Hill,Toyota,Corolla,NY,13117
Amy Hill,Lincoln,,NY,18007
Michael Garcia,Toyota,Corona,NJ,14029
Gilbert Conner,Mazda,RX4,CT,12895
Shelby Benson,Lincoln,Continental,NY,9921
Kenneth Garcia,Chrysler,Imperial,CT,14485
Katherine Jones,Toyota,Corolla,RI,19694
Michele Zimmerman,Honda,Civic,MA,13515
Jason Blevins,Mazda,RX4,PA,19052
Kendra English,Ferrari,Dino,MA,12660
Juan Huang,Dodge,Challenger,PA,15195
Aimee Moore,Cadillac,Fleetwood,VT,12798
Aimee Moore,Honda,Civic,VT,12573
Meghan Young,Maserati,Bora,CT,13196
Meghan Young,Mazda,RX4b,CT,11417
Steven Larson,Dodge,Challenger,NH,19268
Lauren Ellis,Lotus,Europa,PA,17516
Robin Smith,Ferrari,Dino,NJ,16475
Sandra Walker,AMC,Javelin,MA,16752
Jose Green,Honda,Civic,CT,8133
Jose Green,Hornet,4,CT,10167
Jonathan Hernandez,Ford,Pantera,NY,10108
Jonathan Hernandez,AMC,Javelin,NY,8051
Jake Green,Honda,Civic,NH,19012
Taylor Church,Datsun,710,NJ,10200
Patricia Martinez,Fiat,X1-9,VT,19418
John Ingram,Hornet,Sportabout,NJ,14107
Daniel Wilson,Fiat,X1-9,NJ,19013
Peter Williams,Chrysler,Imperial,NJ,12989
Lisa Freeman,Porsche,914-2,NJ,18592
Robyn Benjamin,Datsun,710,PA,15069
Alisha Romero,Pontiac,Firebird,NY,18383
Heather Watts,Pontiac,Firebird,RI,8521
Carmen Haynes,Dodge,Challenger,PA,19290
Christopher Dixon,Merc,450SE,MA,19828
Anthony Baker,Dodge,Challenger,NY,8711
Denise Le,Toyota,Corolla,NJ,13636
Lisa Mullins,Ferrari,Dino,MA,10781
Amanda Jones,Hornet,4,PA,10955
Dan King,Volvo,142E,NY,14346
Steven Thompson,Maserati,Bora,RI,9218
Elizabeth Butler,Cadillac,Fleetwood,VT,9734
Lance Mccullough,Duster,360,MA,8239
Lance Mccullough,Mazda,RX4b,MA,15318
Megan Anderson,Lotus,Europa,NH,13033
James Haynes,Volvo,142E,CT,15682
Lori Schmitt,Ferrari,Dino,MA,18159
Brooke Hawkins,Ferrari,Dino,NY,18278
Sandra Davidson,Toyota,Corolla,NY,14145
Donald Beltran,Lincoln,Continental,NY,8776
Sherry Harris,Volvo,142E,NJ,13120
Gregory Martinez,Duster,360,MA,11019
Emily Bowman,Cadillac,Fleetwood,CT,12110
Tammy Ward,Lotus,Europa,NJ,10585
Elizabeth Dickerson,Datsun,710,NY,13242
Holly Brock,Mazda,RX4b,RI,12992
Todd Williams,Porsche,914-2,MA,11425
Ricardo Lopez,Mazda,RX4,MA,11588
Craig Duncan,Camaro,Z28,NJ,13484
Bethany Taylor,Honda,Civic,NY,13794
Christopher Hill,Duster,360,NY,19831
Travis Berry,Ford,Pantera,NY,19518
Travis Berry,Ford,Pantera,NY,18306
James Powell,Ford,Pantera,MA,11469
James Powell,Porsche,914-2,MA,9659
Patrick Cruz,Datsun,710,PA,19237
Patrick Cruz,Lincoln,Continental,PA,11560
Emma Rodriguez,Porsche,914-2,CT,13564
Abigail Curtis,Maserati,,RI,15370
Jessica Martin,Cadillac,Fleetwood,CT,15344
Ashley Wade,Camaro,Z28,CT,10371
Lauren Johnson,Lincoln,Continental,CT,10075
Kelly Kline,AMC,,NY,18420
Lisa Jimenez,Merc,230,MA,19919
Lisa Jimenez,Maserati,Bora,MA,10034
Kenneth Humphrey,Mazda,RX4,NY,16786
Gary Conway,Pontiac,Firebird,NY,15311
Holly Gibson,Volvo,142E,CT,11937
Katie Shelton,Merc,230,CT,19423
Katie Shelton,Fiat,X1-9,CT,14866
Katie Shelton,Volvo,142E,CT,14531
Shane Green,Honda,Civic,NY,18128
Glenn Hodges,Porsche,914-2,MA,14818
Brandy Scott,Honda,Civic,ME,11825
Laurie Galloway,Camaro,Z28,RI,15593
Laurie Galloway,Datsun,710,RI,15689
Ryan Young,Fiat,128,RI,9344
Ryan Young,Chrysler,Imperial,RI,9133
Ryan Young,Merc,280C,RI,19533
Sharon Barrett,Hornet,4,NY,8154
Sharon Barrett,Chrysler,Imperial,NY,17925
Michael Butler,Maserati,Bora,MA,9071
Michael Butler,Pontiac,Firebird,MA,8837
Nathaniel Bailey,Camaro,Z28,CT,13417
Nathaniel Bailey,Dodge,Challenger,CT,8608
Judith Hardy,Ford,Pantera,NY,13055
Richard Campbell,Datsun,710,CT,8242
Jamie Smith,Cadillac,Fleetwood,CT,15038
John Joyce,Cadillac,Fleetwood,ME,10797
John Joyce,Datsun,710,ME,14880
Kathleen Johnson,AMC,Javelin,CT,15539
Craig Rodriguez,Ford,Pantera,NJ,10799
Katherine Boone,Honda,Civic,NY,11652
Ann Wood,Fiat,X1-9,NY,8947
Ann Wood,Ford,Pantera,NY,19268
Jeffrey Moore,Honda,Civic,NJ,12897
Jeffrey Moore,AMC,Javelin,NJ,10823
Madeline Randolph,Chrysler,Imperial,CT,16532
Jamie Nguyen,Merc,450SL,PA,8178
Jamie Nguyen,Porsche,914-2,PA,13223
Jessica Donaldson,Porsche,914-2,NH,15180
Lori Young,Camaro,Z28,PA,18802
Nicole Young,Datsun,710,MA,17163
Victor Dyer,Mazda,,NH,13124
Craig Brown,Cadillac,Fleetwood,NY,10078
Samantha Schneider,Mazda,RX4,VT,14520
Gregory Brown,Lotus,Europa,NJ,11086
Gregory Brown,AMC,Javelin,NJ,15960
Gregory Brown,Mazda,RX4b,NJ,8465
Christina Peterson,Duster,360,ME,14489
Christina Peterson,Volvo,142E,ME,15109
Audrey Martin,Volvo,142E,PA,18758
Sarah Dennis,Cadillac,Fleetwood,NY,16744
Tami Fisher,AMC,Javelin,RI,13108
Denise Rogers,Lotus,Europa,CT,19049
Jack Cole,Dodge,Challenger,NY,14642
Tonya Simon,Dodge,Challenger,CT,15792
Tonya Simon,Volvo,142E,CT,13336
Darrell Turner,Maserati,Bora,NY,15893
Justin Nelson,Lotus,Europa,CT,16390
Gloria Kennedy,Camaro,Z28,NY,19412
Sabrina Jones,Lotus,Europa,VT,8784
Christopher Garcia,Fiat,128,RI,17012
Seth Benjamin,Porsche,914-2,NY,8403
Cindy Hoffman,Volvo,142E,NY,8606
Cindy Hoffman,AMC,Javelin,NY,14943
Erica Calderon,Lincoln,Continental,NJ,19759
Erica Calderon,Volvo,142E,NJ,14833
Erica Calderon,Porsche,914-2,NJ,14168
Erik Sellers,Chrysler,Imperial,NY,18297
Erik Sellers,Datsun,710,NY,9454
Anna Hernandez,Lotus,Europa,NH,13412
Julie Hall,Lotus,Europa,NH,15864
Julie Hall,Toyota,Corona,NH,17579
Kyle Peters,Hornet,4,RI,11646
Kyle Peters,Lincoln,Continental,RI,13737
Derrick Little,Ferrari,Dino,NJ,10105
Jeffery Wallace,Ford,Pantera,MA,18481
Dana Dawson,Porsche,914-2,NJ,15565
Kelly Sharp,Camaro,Z28,VT,17029
Jennifer Tran,Ford,Pantera,MA,17391
Nathan Hall,AMC,Javelin,NJ,19436
Evan Byrd,Ferrari,Dino,NY,18552
Justin Patrick,Datsun,710,MA,15407
Laura Hill,Ferrari,Dino,MA,12957
Nathan Gonzalez,Lincoln,Continental,MA,12055
Connie Myers,Merc,450SE,NY,17582
Miranda Gonzalez,Hornet,Sportabout,MA,8872
Miranda Gonzalez,Porsche,914-2,MA,11836
Donald Zamora,Datsun,710,MA,10119
Norman Miller,Datsun,710,RI,15062
Laura Lewis,Mazda,RX4,NJ,16998
Kelly Alexander,Lotus,Europa,VT,9306
Kelly Alexander,Pontiac,Firebird,VT,13644
Carrie Davis,Pontiac,Firebird,NY,16246
Carrie Davis,Lincoln,Continental,NY,17981
Sara Young,Ferrari,Dino,NY,14794
Trevor Buck,Camaro,Z28,VT,17647
Brandon Parks,Chrysler,Imperial,MA,15873
Brandon Parks,Merc,450SE,MA,18120
Brandon Parks,Volvo,142E,MA,11612
Anthony Warren,Honda,Civic,MA,11332
Anthony Warren,Lincoln,Continental,MA,18839
William Foster,Datsun,710,RI,9318
Thomas Hunt,Honda,Civic,CT,15952
Thomas Smith,Hornet,Sportabout,NY,13092
Thomas Smith,Lotus,Europa,NY,8956
Jessica Wright,Camaro,Z28,MA,11055
Nathan Garcia,Cadillac,Fleetwood,NY,13650
Nathan Garcia,Hornet,Sportabout,NY,12874
Dawn Mccoy,Ford,Pantera,MA,17252
Anthony Miller,Duster,360,NJ,14599
Anthony Miller,Camaro,Z28,NJ,16753
Mary Ramirez,Hornet,Sportabout,ME,12317
Christopher Mendoza,Duster,360,PA,12285
Nicholas Hughes,Chrysler,Imperial,MA,16778
Nicholas Hughes,Merc,450SL,MA,16807
Sydney Brown,Ford,Pantera,ME,13260
Judy Krause,Datsun,710,NY,13331
James Williams,Porsche,914-2,VT,18063
Erin Green,Chrysler,Imperial,RI,18949
Jessica Hernandez,Lotus,Europa,PA,12417
Heather Ramos,Ferrari,Dino,NJ,12639
Hayden Bailey,Fiat,128,CT,18874
Deborah Rodriguez,Porsche,914-2,CT,11789
Laura Armstrong,Camaro,Z28,RI,15716
Daniel Crawford,Dodge,Challenger,MA,15241
Tonya Hughes,Volvo,142E,NY,16022
Antonio Donaldson,Toyota,Corolla,NH,15648
Brittney Gutierrez,Datsun,710,NY,12705
Amanda Lucas,Cadillac,Fleetwood,VT,18886
Lori Nguyen,Ford,Pantera,NJ,13699
Robert Bailey,Mazda,RX4b,PA,15744
James Hawkins,Lincoln,Continental,MA,11546
Stacy Pham,Dodge,Challenger,NY,19217
Teresa Cowan,Ferrari,Dino,MA,11174
Robert Lane,Lotus,Europa,MA,18819
Jason Nelson,Fiat,128,NY,13076
Paul Robles,Lincoln,Continental,VT,17873
Scott Phillips,Honda,Civic,ME,13740
Sandra Glenn,Hornet,Sportabout,ME,13602
Philip Smith,Hornet,4,NY,16178
Mary Fisher,AMC,Javelin,CT,18915
Nicole Phillips,Porsche,914-2,MA,8750
Nicole Phillips,Pontiac,Firebird,MA,15060
Lisa Robertson,Volvo,142E,PA,15106
Stacy Leon,Datsun,710,RI,11576
Shawn Bailey,Duster,360,PA,14263
Shawn Bailey,Dodge,Challenger,PA,15266
Rebecca Short,Merc,280C,MA,13186
Hannah Shannon,Maserati,Bora,NY,12810
Jo Garrison,Ferrari,Dino,RI,18128
Jo Garrison,AMC,Javelin,RI,16948
Melanie Mueller,Chrysler,Imperial,NY,11955
Angela Pearson,Volvo,142E,ME,15012
Benjamin Robertson,Datsun,710,MA,15448
Jessica Jenkins,Datsun,710,NJ,12056
Jessica Jenkins,Duster,360,NJ,10627
Stephen Silva,Porsche,914-2,PA,12904
Melissa Davis,Camaro,Z28,NY,8207
Dennis Coleman,Toyota,Corona,NY,10011
John Gallagher,AMC,Javelin,NY,13111
Charlotte Cooley,AMC,Javelin,CT,19318
Dean Baker,Dodge,Challenger,CT,13176
Dean Baker,Honda,Civic,CT,15754
Zachary Brown,Cadillac,Fleetwood,CT,8263
Erin Morris,Duster,360,NY,16409
James Beasley,Lincoln,Continental,RI,18301
Tim Stewart,Ford,Pantera,VT,11434
Todd Weber,Dodge,Challenger,PA,11306
Thomas Miller,Datsun,710,NJ,8109
Zachary Lopez,Camaro,Z28,MA,17575
Jeffrey Malone,Hornet,Sportabout,ME,15410
Jeffrey Malone,Datsun,710,ME,9720
Annette Allen,Cadillac,Fleetwood,PA,18386
Rebecca Brown,Ford,Pantera,NY,10637
Steven Sweeney,Ford,Pantera,NY,8764
Scott Lane,Porsche,914-2,NY,13472
Scott Lane,Ferrari,Dino,NY,14234
Michael Tanner,Hornet,4,NY,9371
Dominique Ferguson,Camaro,Z28,NJ,11452
Jack Owen,AMC,Javelin,MA,14726
Erin Hopkins,Toyota,Corolla,PA,12479
Sonya Henry,Lincoln,Continental,RI,8106
Bruce Sutton,Lotus,Europa,NY,9024
Christine Gaines,AMC,Javelin,MA,12482
Christine Gaines,Ferrari,Dino,MA,10359
Julie Mullins,Fiat,X1-9,NY,19046
Linda Young,Maserati,Bora,VT,9167
Anthony Williams,Dodge,Challenger,MA,18649
Ellen Reyes,Duster,360,NJ,9509
Justin Orr,Ferrari,Dino,MA,8787
Justin Orr,Hornet,Sportabout,MA,19351
Angela Brown,Camaro,Z28,RI,18262
Jason Nguyen,Fiat,X1-9,CT,12653
Nancy Rodriguez,Toyota,Corolla,PA,8005
Kyle Lester,AMC,Javelin,ME,14603
Kyle Lester,Lotus,Europa,ME,18317
Bryan Silva,Chrysler,Imperial,MA,10566
Bryan Silva,Porsche,914-2,MA,9401
Andre Nelson,Porsche,914-2,NJ,12350
Kimberly Olson,Fiat,X1-9,NY,16851
Lori Mullins,Maserati,Bora,NH,19735
Amanda Wood,Hornet,4,MA,13450
Amanda Wood,Pontiac,Firebird,MA,8305
Michael Bowen,AMC,Javelin,ME,18524
Jennifer Smith,Volvo,142E,NY,9368
Morgan Turner,Toyota,Corona,NY,10784
Clifford Lambert,Lincoln,Continental,VT,18103
Dustin Rodriguez,Hornet,Sportabout,NY,15925
Dustin Rodriguez,Mazda,RX4,NY,13090
Tommy Harris,Camaro,Z28,NY,11078
Jessica Brown,Ford,Pantera,CT,13589
Chase Calderon,Toyota,Corona,NY,9867
Michelle Smith,Lincoln,Continental,NJ,10861
Mason Flores,Honda,Civic,NY,11868
Mason Flores,Datsun,710,NY,12216
Alicia Jenkins,Lincoln,Continental,ME,15957
Christopher Skinner,Toyota,Corolla,NY,11689
Kimberly Reid,Maserati,Bora,NY,19084
Jessica Brown,Ford,Pantera,NJ,19152
Megan Scott,Duster,360,RI,15808
Jose Newman,Volvo,142E,NY,10781
Katherine George,Porsche,914-2,CT,11018
Justin Burgess,Hornet,4,NY,11855
